search 	 搜索
rate dictionary of the english language a 4 	 率英语词典a 4
SearchScreeningEvent 	 SearchScreeningEvent
find the movie schedule for close by films 	 查找附近的电影时间表
PlayMusic 	 播放音乐
play a 1958 soundtrack by rudolf schenker on netflix 	 在netflix上播放rudolf schenker的1958年配乐
BookRestaurant 	 书餐厅
reserve a table for ten people in brenham in 5 years 	 在5年内在布伦纳姆为10个人预定一张桌子
SearchCreativeWork 	 SearchCreativeWork
get me the elvis’ christmas album tv show 	 给我猫王的圣诞专辑电视节目
RateBook 	 价目表
give the racing the rain saga zero stars 	 给赛车雨中传奇零星
BookRestaurant 	 书餐厅
book tun tavern for shawna davis  michelle and lizzie in vermont 	 肖恩·戴维斯·米歇尔和莉齐在佛蒙特州的书小酒馆
SearchCreativeWork 	 SearchCreativeWork
search for the picture boomtown 	 搜索图片boomtown
AddToPlaylist 	 添加到播放列表
add young maylay to club hits 	 为俱乐部命中添加年轻的马来人
SearchCreativeWork 	 SearchCreativeWork
find a video game called craters of the sac 	 找到一个叫做“坑的坑”的电子游戏
BookRestaurant 	 书餐厅
book a table for 2 people at a restaurant with parking 	 在带停车场的餐厅预订2人的餐桌
RateBook 	 价目表
rate this with zero points for the saga called a good recovery out of 6 	 用零点数来评价这个传奇，这意味着满分6分的良好恢复
AddToPlaylist 	 添加到播放列表
add this album to my pop playlist 	 将此专辑添加到我的流行播放列表
SearchCreativeWork 	 SearchCreativeWork
find the movie yoshimi battles the hip-hop robots 	 找到电影吉美与嘻哈机器人交战
BookRestaurant 	 书餐厅
book a spot for 8 in a cafeteria with german chocolate cake in ecru new mexico 	 在新墨西哥州的ecru的自助餐厅预订8点德国巧克力蛋糕
SearchScreeningEvent 	 SearchScreeningEvent
what films are playing at 11 a m  at dickinson theatres 	 迪金森剧院在上午11点播放什么电影
PlayMusic 	 播放音乐
play julie driscoll 	 玩朱莉·德里斯科尔
BookRestaurant 	 书餐厅
book a cafe for one in the cocos islands 	 在科科斯群岛预订一家咖啡馆
GetWeather 	 获取天气
what is the humidity in serbia 	 塞尔维亚的湿度是多少
SearchCreativeWork 	 SearchCreativeWork
i d like to see the paul murray live television show 	 我想看保罗·默里的电视直播节目
AddToPlaylist 	 添加到播放列表
put a bunky green tune into the phunkadelic playlist 	 将轻快的绿色曲调放入phunkadelic播放列表
SearchCreativeWork 	 SearchCreativeWork
show second generation album 	 显示第二代专辑
GetWeather 	 获取天气
what is the weather supposed to be like at sunset in cosby  kansas 	 考斯比堪萨斯州日落时应该是什么样的天气
PlayMusic 	 播放音乐
play some songs from 1958 	 播放1958年的歌曲
PlayMusic 	 播放音乐
something on spotify please 	 请点点赞
AddToPlaylist 	 添加到播放列表
add this artist named prince to the playlist all new all now 	 将此艺术家命名为prince添加到播放列表中
RateBook 	 价目表
rate this textbook two out of 6 	 对这本教科书评分6分之二
SearchScreeningEvent 	 SearchScreeningEvent
which movie theatre with clean and sober is closest to me 	 哪个电影院干净清醒最靠近我
AddToPlaylist 	 添加到播放列表
please put this tune into the all a cappella playlist 	 请把这首歌放到所有无伴奏合唱播放列表中
SearchScreeningEvent 	 SearchScreeningEvent
i want to watch mister cool 	 我想看先生凉爽
SearchScreeningEvent 	 SearchScreeningEvent
when is heat playing near me 	 我附近什么时候发热量
SearchCreativeWork 	 SearchCreativeWork
find the tv show titled the three leaps of wang lun 	 找到名为“王伦三飞跃”的电视节目
GetWeather 	 获取天气
give me the forecast for feb  eleventh  2034 far from alaska 	 给我远离阿拉斯加的2034年2月11日的预报
PlayMusic 	 播放音乐
play pacific ocean blues by john doe on lastfm 	 在lastfm上播放john doe的太平洋蓝调
BookRestaurant 	 书餐厅
book a table for 6 at a restaurant in nebraska 	 在内布拉斯加州的一家餐厅预订6人餐桌
BookRestaurant 	 书餐厅
lets go to a steakhouse before we go to the pool 	 我们去游泳池之前先去牛排馆
SearchScreeningEvent 	 SearchScreeningEvent
what films are at cineplex odeon corporation 	 cineplex odeon公司的电影是什么
SearchCreativeWork 	 SearchCreativeWork
play the tv show wicked city 	 播放电视节目《邪恶的城市》
SearchCreativeWork 	 SearchCreativeWork
help me find from time to time  a tv show 	 不时帮我找电视节目
BookRestaurant 	 书餐厅
book a highly rated restaurant for one person in rainbow lakes 	 预订彩虹湖中一个人的高评价餐厅
GetWeather 	 获取天气
in 257 days what will the weather be like in cannon ball 	 257天炮弹里的天气会怎样
BookRestaurant 	 书餐厅
find an oasis drive-in close-by beach 105th st 	 找到靠近第105街的绿洲
PlayMusic 	 播放音乐
play me a popular song by koichi domoto 	 给我播放一首流行歌曲《堂本浩一》
GetWeather 	 获取天气
what is the forecast starting at 8 pm for alaska 	 阿拉斯加的天气预报从晚上8点开始是什么
PlayMusic 	 播放音乐
play some music by beverley martyn 	 播放beverley martyn的一些音乐
SearchCreativeWork 	 SearchCreativeWork
show creative video game name foros timis ston greco 	 显示创意视频游戏名称foros timis ston greco
RateBook 	 价目表
rate the book dies the fire one points 	 给书打死一分
SearchCreativeWork 	 SearchCreativeWork
i m looking for the cineexport painting 	 我在寻找电影出口画
SearchScreeningEvent 	 SearchScreeningEvent
show me movie schedules 	 给我看电影时间表
SearchCreativeWork 	 SearchCreativeWork
where can i find the game kaakai newspaper 	 在哪里可以找到游戏kaakai报纸
RateBook 	 价目表
rate this part of the series  the harrowing of gwynedd  zero out of 6 	 对系列的这一部分进行评分，使gwynedd的悲痛程度达到零（满分6分）
BookRestaurant 	 书餐厅
book a restaurant that serves pasta for 5 people 	 预订一家可为5个人提供​​意大利面的餐厅
BookRestaurant 	 书餐厅
book a table for april twenty-second at a pub which serves creole 	 在一家供应克里奥尔语的酒吧预定一张桌子，四月二十二秒
RateBook 	 价目表
i would rate this book 3 points out of 6 	 我会给这本书6分3分
RateBook 	 价目表
rate the current textbook 0 out of 6 	 为当前教科书评分6分中的0分
SearchCreativeWork 	 SearchCreativeWork
please search for the microsoft safety scanner television show 	 请搜索微软安全扫描仪电视节目
AddToPlaylist 	 添加到播放列表
add this lbc crew tune to my rock argentino vol i playlist 	 添加此lbc乘员组音调到我的摇滚阿根廷vol i播放列表
GetWeather 	 获取天气
what will the weather be like at eight pm in bon air  uruguay 	 乌干达邦航空晚上八点的天气如何
AddToPlaylist 	 添加到播放列表
add keine grenzen to new metal tracks 	 将keine grenzen添加到新的金属轨道
RateBook 	 价目表
rate the reader is warned four out of 6 points 	 给予读者评分6分中的4分
SearchScreeningEvent 	 SearchScreeningEvent
find the schedule for movies at plitt theatres 	 查找普利特剧院的电影时间表
AddToPlaylist 	 添加到播放列表
add barry mcguire to my playlist called have a laugh 	 将Barry mcguire添加到我的播放列表中，有个笑声
BookRestaurant 	 书餐厅
book an indoor restaurant near wallington for 2 	 预订Wallington附近的室内餐厅2
BookRestaurant 	 书餐厅
book me a pub nine weeks from now for 4 people 	 从现在起九周为我预订一家酒吧，可容纳4人
BookRestaurant 	 书餐厅
make me a reservation in cedarburg at 0 pm 	 0 pm在雪松堡给我预订
AddToPlaylist 	 添加到播放列表
i want to put another album into the a peaceful rush hour playlist 	 我想将另一张专辑放到和平的高峰时段播放列表中
BookRestaurant 	 书餐厅
book me a restaurant that serves green bean casserole for five people 	 给我预定一家五人份绿豆砂锅的餐厅
GetWeather 	 获取天气
will it get warmer in the same area as sandy point national wildlife refuge 	 它会在沙点国家野生动物保护区的同一区域变暖吗
SearchCreativeWork 	 SearchCreativeWork
find a photograph called the wish list 	 找到一张叫做愿望清单的照片
AddToPlaylist 	 添加到播放列表
add j p pickens to chill out playlist 	 添加jp pickens放松播放列表
PlayMusic 	 播放音乐
play them the greatest music by chris frantz 	 播放克里斯·弗兰兹（Chris frantz）的最伟大音乐
RateBook 	 价目表
rate betrayer of worlds 1 out of 6 	 世界背叛者比率1/6
SearchCreativeWork 	 SearchCreativeWork
find the show the demi-gods and semi-devils 	 找到节目半神半魔
RateBook 	 价目表
rate the chymical wedding 3 points 	 评分chymical婚礼3分
RateBook 	 价目表
give five stars to current album 	 给当前专辑五颗星
RateBook 	 价目表
rate primal fear one of 6 	 为原始恐惧评分6
PlayMusic 	 播放音乐
play a song of i myself and me on youtube 	 在YouTube上播放我和我自己的歌
BookRestaurant 	 书餐厅
book a restaurant for 9 at 00:37 pm 	 于00:37 pm订餐厅9
BookRestaurant 	 书餐厅
i want to eat at a scandinavian restaurant that is highly rated in bonita texas 	 我想在博尼塔得克萨斯州获得高度评价的斯堪的纳维亚餐厅用餐
PlayMusic 	 播放音乐
play some ivy anderson from around 1967 	 扮演大约1967年的常春藤安德森
SearchCreativeWork 	 SearchCreativeWork
play the nubians of plutonia trailer 	 播放小食鬼的努比亚人预告片
AddToPlaylist 	 添加到播放列表
please add the song by raphael rabello to the playlist fantastic workout 	 请将raphael rabello的歌曲添加到播放列表中
SearchCreativeWork 	 SearchCreativeWork
find sailing the seas of cheese 	 找到在奶酪海洋中航行
SearchScreeningEvent 	 SearchScreeningEvent
show movie schedule in mjr theatres 	 在MJR剧院上映电影时间表
GetWeather 	 获取天气
will it get hotter next year in springside nature reserve 	 明年春天的自然保护区会变热吗
SearchScreeningEvent 	 SearchScreeningEvent
where can i see joy of learning 	 在哪里可以看到学习的乐趣
RateBook 	 价目表
the previous essay gets 0 out of 6 possible stars 	 上一篇文章获得6分中的0分
RateBook 	 价目表
rate the current book 5 of 6 points 	 给当前书打5分，共6分
SearchScreeningEvent 	 SearchScreeningEvent
what movies are playing at the closest movie theatre 	 最近的电影院正在播放什么电影
PlayMusic 	 播放音乐
play donna summer 	 玩唐娜夏天
SearchScreeningEvent 	 SearchScreeningEvent
where is road to the stage playing 	 舞台演奏的路在哪里
AddToPlaylist 	 添加到播放列表
add the name as with gladness men of old to my ultimate 90s playlist 	 将名字与“欢乐的男人”一样添加到我的90年代终极播放列表中
PlayMusic 	 播放音乐
play darude 	 玩darude
GetWeather 	 获取天气
tell me if it will storm at my current location 	 告诉我是否会在我当前的位置暴风雨
RateBook 	 价目表
give this book zero stars 	 给这本书零星
RateBook 	 价目表
i want to give the garin death ray series 1 stars 	 我想给加林·死亡射线系列1星
PlayMusic 	 播放音乐
play music from the seventies 	 播放七十年代的音乐
GetWeather 	 获取天气
what is the weather forecast now in texas 	 现在德克萨斯州的天气预报是什么
SearchScreeningEvent 	 SearchScreeningEvent
what time is the graduate showing at caribbean cinemas 	 毕业生什么时候在加勒比电影院放映
PlayMusic 	 播放音乐
play the tune by adam yauch 	 播放亚当·雅克（Adam yauch）的曲调
SearchCreativeWork 	 SearchCreativeWork
find the sing when you’re winning tv show 	 赢得电视节目时找到歌手
GetWeather 	 获取天气
tell me the weather forecast for france 	 告诉我法国的天气预报
BookRestaurant 	 书餐厅
i d like a table for 3 at a tavern in the vatican 	 我想在梵蒂冈的一个酒馆里坐3人的桌子
SearchScreeningEvent 	 SearchScreeningEvent
find the movie schedule at twelve am 	 查找十二点的电影时间表
BookRestaurant 	 书餐厅
book a restaurant for four in burundi 	 在布隆迪预订一家四人餐厅
BookRestaurant 	 书餐厅
book a table for 1 at thomas hynes house 	 在thomas hynes house预订1张桌子
GetWeather 	 获取天气
what s the weather forecast for arizona city 	 亚利桑那市的天气预报是什么
SearchCreativeWork 	 SearchCreativeWork
